transaction_id,time_seconds,amount_inr,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,merchant_category,card_type,entry_mode,city_tier,is_foreign,customer_age_group,account_age_months,hour_of_day,Class,notes,reviewed_by
TXN0000404,81435,,-0.381625,-0.111252,0.416856,-0.73089,-0.492845,-1.76683,-0.323801,1.541957,0.273024,-1.503594,0.423652,1.280653,-1.010955,-0.215541,-0.18441,0.121534,0.113918,0.631784,-0.126657,1.233462,-1.922658,-1.149468,1.486684,-0.477272,0.556349,-0.13084,0.945108,0.413181,Healthcare,Mastercard,Chip,Tier1,0,18-25,159.0,22,0,,
TXN0006524,77590,540.87,0.213889,0.961716,0.094597,2.097097,-1.139229,-1.072747,-1.534507,-0.03435,-1.402477,0.817726,-1.415455,-0.114713,-0.03518,0.3111,-0.21093,-1.253114,-0.827084,-1.11941,0.057922,1.781376,0.776749,-1.746801,-1.191978,-0.443402,-0.711193,-1.190346,-0.926913,-0.511764,Utilities,Mastercard,Contactless,Tier2,0,60+,131.0,21,0,,
TXN0008580,58194,2868.33,1.857667,0.390104,-0.507023,,-0.706795,-0.836137,-0.708641,2.517856,-1.043869,-0.720833,-1.156474,-1.865569,0.281019,0.085565,-1.115148,-1.057232,0.220293,-0.390884,0.352967,1.234471,0.521197,-0.991943,0.664724,-0.736292,0.585356,1.192467,2.016797,0.94638,Travel,RuPay,Swipe,Tier3,0,60+,14.0,16,0,,
TXN0006914,28816,1685.47,-0.527922,-0.01157,-0.623012,0.456496,-1.50507,0.323457,0.115726,0.522618,0.047791,-0.050243,0.191838,0.872721,0.460572,1.054409,1.212062,0.976831,0.60544,0.026954,-0.472697,0.13468,0.292056,-1.900266,1.357021,0.714187,-0.003224,1.473041,1.098931,0.641375,Online Shopping,Visa,Contactless,Tier1,0,60+,79.0,8,0,,
TXN0006612,45884,1893.61,-0.0738,0.599659,0.403706,0.853995,0.53325,0.57902,0.598233,-0.992264,-0.896884,-0.962026,-0.876867,0.271151,-0.196336,-1.300357,-0.108329,-1.405953,1.197712,1.128596,-0.529281,0.656777,0.478293,0.072415,-0.259982,-0.477414,-0.055084,1.1389,-0.83565,1.157324,,Mastercard,Online,Tier2,0,60+,183.0,12,0,,
TXN0002457,31352,480.41,-0.130185,-0.75124,-0.668026,0.295428,-0.729235,0.27766,0.067554,0.403708,-0.476382,-0.191475,-0.894056,-0.042891,-0.729306,0.075807,0.805102,-0.185606,-0.285381,-0.321998,1.365177,-0.253652,-0.214149,-1.171993,-0.578118,0.758906,2.288322,-0.539634,0.182719,1.797031,Grocery,Visa,Online,Tier1,0,36-45,136.0,8,0,,
TXN0006692,58161,230.38,-0.388139,-0.66598,1.499268,1.126815,-2.585508,-0.868383,0.133308,0.131811,1.063526,0.72814,1.620604,0.246349,-0.108402,-1.716228,1.582497,0.685094,1.080242,-0.835458,-0.134166,-2.592842,1.043193,0.698043,1.061543,-1.10945,-0.682409,0.629988,-1.954961,-0.006459,Utilities,Mastercard,Chip,Tier1,0,60+,141.0,16,0,,
TXN0002215,44852,840.43,-1.519515,2.418556,-0.084189,-0.123134,0.423197,0.049545,0.299372,-0.180434,0.975455,1.677599,0.599752,1.746763,1.120479,-0.499078,-1.054225,-1.952508,-0.159681,0.20522,0.36591,-0.389856,0.789701,1.867584,0.59012,-0.805457,1.590083,-1.349501,0.237389,-1.702559,Online Shopping,Amex,Online,Tier1,0,60+,211.0,12,0,,
TXN0001028,57673,909.34,-1.70282,-0.073183,1.334656,-0.494539,-0.561943,0.857028,-0.028342,1.235451,-0.873571,0.200716,0.325066,-0.083329,1.342707,0.043097,0.687804,-0.070044,-0.018329,0.355785,-0.933368,-0.585943,-0.125772,0.047857,-0.014848,-1.739557,1.009469,-0.052718,-1.307007,-0.399818,Food & Dining,Amex,Chip,Tier1,0,60+,164.0,16,0,,
TXN0009753,36119,737.22,-0.865019,-0.964442,-0.252173,-0.039618,0.173128,-0.316344,-0.948362,0.129182,-0.70407,-0.938008,-1.562065,0.989931,0.819304,0.138767,1.848563,-0.304146,-1.501369,-1.41979,1.441862,0.398961,0.825486,0.713557,-0.569484,-0.885773,-1.5197,0.120272,-0.63481,-1.421119,Grocery,Mastercard,Chip,Tier1,0,36-45,,10,0,,
TXN0001422,69987,1320.41,0.015419,-0.03737,-0.045919,0.344804,-0.019087,-0.598826,0.440712,-0.113356,1.246025,-0.139211,0.608218,-0.220814,-1.897413,0.59779,1.745334,0.154862,0.629891,0.171921,-0.002966,1.505587,0.761093,-0.245888,-0.841814,1.868206,0.19168,0.915728,-1.104643,-2.210885,Grocery,RuPay,Swipe,Tier2,0,60+,237.0,19,0,,
TXN0002437,63379,1165.1,-0.379981,1.197224,0.400319,-0.785029,0.430276,1.07624,0.529072,0.429297,0.937437,-1.103825,0.589575,0.896418,-0.085672,0.009299,-0.253388,-0.710628,-0.449387,-0.444212,-0.188393,-0.966844,-0.405716,2.022574,1.048991,1.358609,-0.788479,1.735631,0.960974,-0.312338,Electronics,Mastercard,Online,Tier1,0,26-35,61.0,17,0,,
TXN0005229,65772,515.83,-0.153653,-0.859884,-0.447616,-1.865655,0.781633,1.111444,0.351176,1.071388,1.022415,0.390372,1.711337,2.386865,-0.834226,-0.602747,-0.143433,0.707893,-0.612105,-0.11123,0.273165,-0.369036,-0.896734,0.740145,-0.609353,0.772253,-2.221262,0.996453,-0.684812,-0.198803,Utilities,Visa,Chip,Tier2,0,60+,207.0,18,0,,
TXN0005744,55465,493.01,-0.729889,0.869513,-0.280741,0.107734,1.079219,-1.122473,-0.019979,-0.133349,-0.73082,-1.130387,1.794787,0.438754,0.354037,-3.016906,0.42414,0.349312,-0.071768,-0.424869,0.020195,1.044225,-1.231273,-0.083011,0.543689,1.20424,-1.163994,1.208754,-0.646308,0.459551,Grocery,Mastercard,Chip,Tier1,0,36-45,146.0,15,0,,
TXN0009135,38132,2713.84,-1.401965,0.466762,1.752792,1.249956,-0.529555,1.6402,0.17688,0.57493,-1.23318,-0.185369,-0.841682,-0.125615,-1.208302,2.244867,1.202344,-0.545731,0.231908,2.323695,1.115577,0.856842,-0.754495,-0.412815,0.260757,1.098424,-1.662651,-0.368755,0.442973,0.126984,,Visa,Chip,Tier1,0,26-35,194.0,10,0,,
TXN0001279,49695,2020.08,-0.194451,0.579462,-0.122562,0.355864,1.770247,0.896168,0.408478,-1.815161,0.390631,-1.392751,0.398964,0.292622,-0.998587,-0.499442,1.135303,1.130326,2.036459,-1.350997,0.648623,0.830207,1.181437,1.262067,0.722629,1.507376,0.15922,-0.798108,-1.609399,-1.517269,Healthcare,Visa,Contactless,Tier1,0,36-45,73.0,13,0,,
TXN0003567,63983,201.4,0.666001,1.087642,-0.637592,0.772637,0.854601,-1.575664,-0.032852,-1.577181,-0.447576,1.130538,-0.418799,1.475484,-0.512168,-1.644405,1.309886,-0.274661,-0.472621,0.447247,-0.284146,-0.601264,0.056056,0.826609,0.247653,-0.371315,-0.538846,0.1008,1.875822,0.342974,Travel,Visa,Online,Tier1,0,46-60,177.0,17,0,,
TXN0004964,36234,2823.78,0.261866,0.385275,-0.699039,0.107466,1.764649,1.017294,-1.883469,-0.080592,-0.238272,0.44901,-0.555963,-0.871256,-1.308895,-1.760605,-0.093062,-0.49298,0.982751,0.560614,0.382923,-1.897975,0.506553,1.414994,1.27111,-0.255878,-2.635943,-0.907995,-0.422664,-1.225401,,Visa,Online,Tier3,0,60+,40.0,10,0,,
TXN0005122,56303,925.77,-2.753719,0.098816,0.310982,,-0.013269,-0.685575,0.252774,-0.434306,-1.301639,0.155492,0.097286,-0.124367,1.418713,-0.71215,0.800724,0.330266,0.137654,-0.096974,-0.165839,-2.128323,2.066864,-0.53388,-1.839993,-1.637071,-1.180488,-0.851769,-1.996011,0.002616,Retail,Mastercard,Online,Tier3,0,60+,70.0,15,0,,
TXN0006674,37022,903.59,-1.299864,-1.625843,1.057231,0.153849,0.288756,0.639229,1.213981,-0.444458,-0.507143,0.139981,-0.263303,-0.472047,0.742909,0.089432,-0.285811,0.277173,-1.476546,-0.145632,1.930802,-0.04019,-0.178945,0.872798,0.501362,-0.264694,0.518142,-1.308991,0.472211,-0.206253,ATM Withdrawal,RuPay,Online,Tier1,0,60+,188.0,10,0,,
TXN0001979,63048,4165.74,-1.052911,0.171244,-0.499528,-0.22572,0.400589,1.137986,0.316309,-0.314801,0.307729,0.594535,1.558719,-0.013603,-0.960583,-2.127364,0.397148,-0.058942,-0.042464,-2.078711,0.997211,-0.835328,0.392325,1.642597,-1.093851,0.983852,-0.420318,0.137585,0.567416,-0.822034,Grocery,Visa,Chip,Tier3,0,18-25,76.0,17,0,,
TXN0001062,72426,2169.93,-1.692358,0.930063,-0.390377,-0.308972,0.164319,-0.359864,-0.935718,-1.151404,1.774002,-0.039027,-0.781499,0.333494,0.904782,2.785859,-0.018613,-0.511922,-2.332689,-0.083234,-0.567512,0.091847,0.072408,1.215877,0.199852,0.09574,0.177685,-0.318671,1.403489,0.404703,Travel,Visa,Swipe,Tier2,0,18-25,31.0,20,0,,
TXN0008745,70047,1312.68,-0.410445,-0.256595,0.562994,-0.736643,1.881394,-0.909087,0.453857,0.086638,0.336111,-1.763264,-0.203556,-0.276454,-1.895281,-0.428696,-1.30525,-0.1121,0.64435,-0.225906,1.181693,-0.269929,0.431049,-1.446248,0.369149,-0.93271,-0.722852,-1.276071,-0.07879,-1.21876,Travel,Mastercard,Online,Tier2,0,18-25,28.0,19,0,,
TXN0004588,81787,369.86,0.813581,-1.214093,0.600014,,0.678313,0.008931,-0.392507,0.635509,-0.070566,0.350581,-0.669271,1.000671,0.576394,0.153214,1.195735,0.106739,-0.780684,-1.241518,1.100789,0.310975,0.182692,-0.118726,0.255862,0.359852,-0.33887,0.643544,0.285476,-1.113904,Online Shopping,RuPay,Swipe,Tier1,0,18-25,96.0,22,0,,
TXN0007074,55775,1792.83,-1.700558,1.15499,-0.763974,-0.720653,-1.090991,-0.7377,1.50416,-0.718502,1.550928,-1.631691,-1.521545,-0.004199,-1.119362,0.422812,2.81748,-0.403076,0.739107,-0.314436,-2.080187,-1.315123,-1.182432,0.728185,-1.543822,1.019585,-1.933252,-0.281504,-1.968777,-1.318352,Healthcare,RuPay,,Tier2,0,60+,229.0,15,0,,
TXN0004635,36850,590.68,0.30537,1.284424,0.745088,1.134,-1.583375,-1.283033,-0.444183,0.030208,0.620592,-1.182317,-0.079473,-0.814941,-0.155073,-0.303481,0.622486,0.530211,-0.545313,1.060762,-1.10886,1.313097,0.386086,-0.173703,0.500557,0.071353,-0.441036,0.010325,0.808844,0.06062,Grocery,Mastercard,Chip,Tier1,0,46-60,126.0,10,0,,
TXN0001503,80170,905.3,0.828986,-1.569117,-0.580969,-0.320213,0.668868,-0.486468,-0.524566,-1.48868,1.071701,0.143303,-0.674555,1.436503,0.894908,0.967827,-1.474438,0.416531,-0.958104,0.023651,-1.399249,-0.05223,-0.144124,0.670694,-0.435193,-0.166868,-0.61333,-0.055094,-0.129729,1.258793,Electronics,Mastercard,Online,Tier2,0,26-35,13.0,22,0,,
TXN0008614,81049,200.34,-0.583119,1.610747,-0.986227,1.290069,-0.673439,-1.07326,2.091165,0.012328,-1.108258,-0.00477,-1.588241,0.976735,-0.1856,,0.650465,1.376778,-0.328699,0.979387,0.812743,-1.879668,0.999725,0.217336,0.076887,-0.903691,-0.275302,-1.774584,-1.185163,0.370343,Utilities,Visa,Chip,Tier2,0,18-25,65.0,22,0,,
TXN0004437,59836,6378.35,-0.237393,-1.670948,-0.935701,1.446843,1.610087,-0.951194,1.284635,-0.802011,-0.939263,-0.227984,-0.444762,0.062671,-0.998038,-0.773981,1.423931,-0.585945,-0.725124,-2.11323,0.820464,-1.331945,1.246271,-0.247073,0.013798,0.821902,0.72118,-1.705386,-0.024948,0.986767,Electronics,RuPay,Swipe,Tier2,0,46-60,153.0,16,0,,
TXN0005602,75930,2060.52,-0.12724,1.115326,0.327437,0.159389,0.61795,-0.964727,-0.117563,-1.083352,-0.38233,-1.850223,-0.350611,1.652554,-1.02224,-1.595748,0.773611,0.230615,-1.1019,0.096903,0.552106,-0.277877,-0.647846,-0.738911,1.243678,-0.809223,1.944686,-1.495007,0.773776,-0.418458,Utilities,Visa,Online,Tier2,0,26-35,161.0,21,0,,
TXN0003534,75439,2777.4,2.339823,0.556608,0.899174,1.25864,1.029567,1.372912,0.186156,-1.175384,0.187756,-0.0189,0.822173,0.325022,-0.367562,-0.724517,0.754382,0.770162,0.255743,-1.111313,0.687771,-1.400276,-0.293204,-1.05086,-0.202741,-1.601741,1.027788,-0.431092,0.495417,0.497515,Retail,Mastercard,Swipe,Tier3,0,60+,114.0,20,0,,
TXN0004975,29205,1478.02,0.994518,-0.353652,-0.877328,-1.45617,2.524465,1.177109,0.212519,-0.219243,-0.190266,0.534061,0.931761,0.871301,1.839829,0.119175,-1.435835,-0.785108,-0.491326,-1.81114,0.387042,-0.954357,0.992456,0.365061,-0.994357,-1.067898,-1.318487,0.136803,-0.220791,0.551496,Utilities,Visa,Online,,0,26-35,130.0,8,0,,
TXN0000679,44532,71.36,-0.263562,0.683431,-0.098897,0.133916,1.171666,0.823548,0.11147,-0.984884,-0.546995,0.028649,0.717608,0.340886,-0.618242,0.400935,1.705774,0.291892,0.616245,-0.346475,-0.191868,-1.6874,0.136736,-2.758809,-1.522871,0.335868,-0.988728,-1.981291,0.068296,-1.540361,Electronics,RuPay,Online,Tier2,0,26-35,192.0,12,0,,
TXN0009463,68665,1637.08,-0.049474,-0.053439,1.950659,2.12063,0.605441,0.27885,-0.56835,0.971411,-0.187959,-0.425463,0.366056,-1.471461,-0.150814,-1.009495,-1.10968,-0.219561,0.309468,0.29558,0.372478,0.260523,-0.990247,-0.392541,-0.635282,0.037284,0.840342,1.570515,-0.358971,0.301487,Grocery,Mastercard,Chip,Tier1,0,60+,143.0,19,0,,
TXN0003488,76915,315.15,0.170307,1.710821,-0.59415,-0.584578,-0.112998,0.000721,-0.836861,-1.05008,0.877149,1.167184,0.689697,0.247987,1.081551,1.194056,0.523746,-1.182633,0.220185,-0.068557,-0.559082,0.295708,-0.259524,-1.24351,0.036553,-0.210865,-0.909658,-0.059812,1.788713,0.775118,Healthcare,Mastercard,Online,Tier3,1,18-25,96.0,21,0,,
TXN0009573,77774,885.01,1.501682,1.573399,0.732443,,-0.200336,-1.636653,-0.169751,3.196981,0.401208,-0.389468,-0.176935,-1.182261,-0.63448,-0.301273,0.234526,0.586068,-1.305605,0.038204,-1.296208,-1.939786,1.159901,0.758555,-0.16147,-2.154763,1.370853,1.554507,-1.160905,-1.483105,Electronics,Visa,Online,Tier1,0,46-60,218.0,21,0,,
TXN0007653,78692,1815.58,0.023865,-0.032431,-0.500656,-1.249838,0.900752,-2.285822,0.109048,0.884983,-1.113,0.516419,-0.594354,0.402978,0.391855,0.904955,-0.739283,-0.917272,0.727583,0.087532,-0.402552,0.974901,0.859707,-2.286478,-0.408565,0.014057,-0.704529,0.334449,-1.004448,-0.634339,Retail,Mastercard,Chip,Tier1,0,18-25,,21,0,,
TXN0000103,38381,1295.8,-1.396893,0.125186,-0.965687,0.652437,-0.270098,-0.301996,0.34173,0.928896,0.182468,1.782407,1.741085,-0.701769,-1.117332,-1.222364,1.80252,-1.218078,-0.388529,0.011103,1.770928,-1.310463,1.08704,0.014096,-0.127715,-0.026569,-0.703862,-0.415565,-0.724093,-1.311391,ATM Withdrawal,Visa,Online,Tier1,0,60+,11.0,10,0,,
TXN0000958,38694,113.2,1.459805,0.274762,0.064695,2.041038,-2.549143,0.353352,1.022785,-1.721989,-0.849299,0.955641,-0.152276,0.503098,-1.971224,-1.464671,-0.501359,1.247397,0.699834,-0.956963,-0.845224,0.612331,0.106613,0.403391,-0.433966,-0.541986,-0.045443,-0.757129,-0.759942,-1.809086,Utilities,Mastercard,Contactless,Tier1,0,46-60,88.0,10,0,,
TXN0005063,38208,340.74,-0.309628,1.329435,0.946077,-0.000892,-1.176928,0.556945,0.67019,0.637254,-1.587222,-0.938288,-0.280329,-1.378549,-0.33254,1.324258,-1.186178,-0.301125,-0.571921,-0.068055,0.562673,-0.79914,0.560001,-0.382881,0.637538,-0.942798,0.492741,1.425275,-0.312295,0.719622,Food & Dining,RuPay,Chip,Tier3,0,60+,,10,0,,
TXN0008243,40519,3410.97,1.364397,0.032992,-0.265383,1.198044,0.88751,0.178989,1.652933,-1.753198,-0.486247,-0.059404,1.157466,0.303527,-1.412612,1.149307,-0.871754,1.587027,-0.223629,-0.813099,-0.086058,0.185366,0.015216,-0.233894,0.894709,1.67165,0.551387,-0.489673,-0.608471,2.263136,Fuel,Mastercard,Chip,Tier2,0,46-60,77.0,11,0,,
TXN0005830,52421,1246.03,2.185741,-0.000617,-1.782797,0.639554,0.7465,1.396684,0.368827,-0.691002,-0.97582,-0.91801,0.001074,-1.765544,-0.248515,0.990959,0.251554,-0.168329,-0.31573,0.130085,1.100034,0.783583,-0.767048,-0.672619,-0.522564,0.677562,0.873267,-0.619319,-0.319261,0.339659,Food & Dining,Mastercard,Online,Tier1,0,36-45,225.0,14,0,,
TXN0007255,64409,138.91,0.619445,1.317682,0.662372,-0.303301,-1.185075,0.343987,-0.526378,0.970542,-1.324533,-0.499397,1.236657,0.123005,-0.381765,0.005783,-0.593068,-1.234236,-1.725453,-0.161218,0.241673,0.288291,1.626089,-0.260373,0.187923,-2.203234,-0.577263,-0.34655,0.958616,0.27613,Healthcare,Mastercard,Contactless,Tier2,0,26-35,145.0,17,0,,
TXN0006148,52434,2236.52,-0.291329,0.788007,-0.286497,-1.334767,-1.531228,-0.344473,0.326902,0.808205,-0.969962,0.53364,-0.253726,0.160359,0.644654,1.126951,-0.856616,-1.887486,0.27451,0.812159,0.511302,-0.807024,-0.203582,-0.590416,0.435432,0.455983,0.107261,0.129625,1.294542,0.881976,Healthcare,Visa,Contactless,Tier3,0,60+,59.0,14,0,,
TXN0002702,49982,229.19,1.527833,0.916238,0.092406,1.674557,0.751621,-0.622048,-0.483024,-0.210262,1.545634,1.518931,-0.037558,1.317103,-0.636237,-0.451941,0.290994,-0.366996,-1.169223,-0.308981,0.037998,1.495164,-0.056751,-0.017641,0.329167,0.259427,0.574802,0.08629,-0.309194,-0.875497,Travel,Visa,Online,Tier3,0,18-25,170.0,13,0,,
TXN0006070,80957,3868.61,0.461717,-1.290054,-2.274478,-1.250291,-0.684625,-0.121847,-0.802406,2.945929,1.548487,0.440644,-0.538383,0.994326,0.999809,2.343571,-0.537135,-0.394645,-2.062249,0.315587,1.330633,1.43267,-1.133731,-0.382235,-1.662104,-0.884153,2.535109,-0.712924,-1.332733,1.859968,Utilities,Visa,Chip,Tier2,0,18-25,184.0,22,0,,
TXN0005954,44045,834.26,-0.980585,0.20652,-1.637094,-0.505112,1.193652,0.196022,0.168541,-0.262279,0.736313,-1.235525,2.406249,-0.54587,-0.920064,-0.507886,0.885055,-0.233291,-0.943958,0.231552,-2.03162,0.230795,-1.803479,-0.720542,-0.450749,0.668847,-0.860924,0.465188,-0.295375,0.129864,Electronics,Amex,Online,Tier1,0,46-60,89.0,12,0,,
TXN0002885,69298,2183.81,-0.994761,-0.599586,-0.72525,-0.172548,0.408075,1.851462,0.50843,-0.423213,0.073915,-0.423021,-1.074983,0.26939,0.324635,1.756481,0.866519,-0.944795,-2.554409,-1.029285,-0.002197,-0.210338,1.152997,0.451719,1.021907,1.127314,-0.034004,-0.306012,1.128888,0.432056,Food & Dining,Visa,Swipe,Tier1,0,36-45,216.0,19,0,,
TXN0005232,73097,135.18,-0.00273,-0.447883,0.327416,,-0.905267,-1.506939,-0.956216,-0.344376,-1.243993,1.142575,1.020876,0.102009,-0.016254,-0.04225,-0.721449,0.576562,0.570476,1.001913,1.352103,-2.071541,0.041841,-1.212459,-1.650926,0.151739,2.214963,0.472368,0.084276,1.298477,ATM Withdrawal,Mastercard,Online,Tier1,0,36-45,91.0,20,0,,
TXN0000419,64318,782.73,-0.432085,-0.098213,0.079509,0.208742,-1.49789,0.545994,0.444546,0.15807,0.359939,-0.05462,-1.437877,1.094329,-1.452152,-0.870521,1.199622,-1.352605,-0.158107,1.813478,0.072468,-1.377625,0.75236,0.449687,0.121514,-2.039024,1.306648,1.769588,-0.024587,-0.662747,Travel,Visa,Contactless,Tier2,0,36-45,18.0,17,0,,
TXN0009339,57023,2715.09,-0.20672,0.427101,-1.006377,0.789163,-0.528626,-0.379866,0.136464,-0.038862,-0.531429,0.234239,0.138016,0.572039,-0.347638,-0.132444,-0.30446,-0.627536,-2.070286,0.638614,0.19782,-1.369027,1.457193,-1.553129,1.565999,0.245689,-0.511501,-1.117462,-0.816879,-0.849392,Utilities,Mastercard,Online,Tier2,0,18-25,,15,0,,
TXN0004186,45905,1108.57,0.663848,0.081222,-0.926177,-0.517129,0.381978,-0.056929,-0.875077,0.179796,0.875038,-0.402764,1.094441,0.361785,0.061398,,-1.016077,0.852762,0.011031,1.793848,0.120917,1.652984,-1.033161,1.335438,-0.244896,0.974966,-0.604667,0.958232,-2.818247,-0.774153,Healthcare,RuPay,Swipe,Tier2,1,36-45,,12,0,,
TXN0003060,33100,394.62,-0.996925,-1.077616,-0.566587,-0.892533,0.217833,-1.437375,-0.599283,-2.038882,-1.682593,-1.307721,0.029308,-0.105434,1.241596,1.013367,0.827624,1.065024,-1.613611,-0.37779,0.224824,0.01028,0.034974,-1.743938,-0.965587,-1.480322,1.799104,-0.13993,-0.565337,0.469862,,Mastercard,Chip,Tier1,0,18-25,54.0,9,0,,
TXN0001948,57858,1422.06,0.816775,0.858224,1.765379,-2.354134,1.941177,0.159253,-2.666278,0.232661,-0.505183,0.40266,2.122549,-1.327508,0.645901,0.349433,-0.293703,-1.161073,0.267917,-1.513541,-0.646107,-0.733737,0.173685,-1.011919,-0.309994,0.248999,2.667119,-1.691395,0.783041,0.816976,Healthcare,Visa,Chip,Tier3,0,46-60,151.0,16,0,,
TXN0009134,39093,690.37,1.033316,-0.449577,-0.361013,0.918275,-0.740355,-0.588242,0.872836,1.481415,0.411626,-0.833819,-1.313359,0.077169,-0.70087,0.149111,2.155699,-1.755659,0.786453,1.698112,-2.409102,0.8305,0.960642,-1.651145,0.978905,-0.078531,0.925001,-1.513266,0.83221,-1.03538,Online Shopping,RuPay,Online,Tier2,0,36-45,202.0,10,0,,
TXN0002300,77005,852.02,-0.24151,-0.668132,-0.279531,0.023563,-1.162896,-0.114025,-0.360821,-1.107418,-0.17072,0.807259,0.732487,-0.197424,-0.296373,-1.36369,-1.334344,-0.580237,1.727955,-0.178944,-0.406081,-1.023522,-0.758359,1.135699,0.120928,-1.295233,0.233484,-1.510146,1.268051,-2.124199,Grocery,Visa,Online,Tier1,0,18-25,198.0,21,0,,
TXN0008031,45844,,0.938393,-1.622505,1.031005,0.685883,-0.069032,-0.899749,-0.823088,-0.1864,3.268485,0.244866,-0.217654,-0.591425,0.675329,-0.054648,-1.662187,0.774081,0.707686,-1.060667,-0.431854,0.738257,1.523494,-0.462842,-1.224521,0.890075,-1.918949,-1.184096,0.479891,-0.026286,Healthcare,RuPay,Contactless,Tier3,0,18-25,175.0,12,0,,
TXN0009157,78061,3759.55,0.567811,0.07464,0.657214,0.404126,-1.872152,-0.577455,-0.90286,0.302248,-1.538857,0.395897,-1.02489,0.982701,1.916182,-1.347932,1.064486,-0.036696,1.003137,1.636142,1.438437,-0.764329,-1.323551,-0.585489,1.416273,-2.190318,1.507608,1.7677,-1.022595,-1.303203,Fuel,Visa,Contactless,Tier2,0,60+,124.0,21,0,,
TXN0004081,33278,2498.94,0.299159,0.226951,-1.659785,0.785912,1.696335,-0.69535,0.109282,1.711446,0.212571,1.255065,-0.416963,1.188193,0.027913,1.178087,1.547955,1.213927,0.200863,-0.552166,0.21449,0.480939,-0.37771,-1.266135,-0.648382,-0.455505,0.911142,0.098831,-0.293757,2.234135,Retail,Visa,Contactless,Tier3,0,46-60,161.0,9,0,,
TXN0004098,47488,362.5,1.371296,0.943851,0.688788,0.281611,-0.067506,1.761848,-1.260293,0.70318,-0.422138,1.965763,-1.59631,0.629672,0.511827,-0.698146,-0.697499,-0.274183,-0.964679,-0.098889,0.948375,-0.340085,-0.152123,-1.571536,1.486282,0.133625,1.225104,-1.082192,-1.092328,-0.587383,Retail,Visa,Swipe,Tier2,0,46-60,3.0,13,0,,
TXN0009266,76105,3060.89,-0.084998,1.287134,1.042276,0.997548,-0.46535,0.493312,1.183758,1.09097,0.847028,-0.583696,2.017171,1.304008,-1.983968,-0.514003,-0.765882,-0.84273,0.481149,1.293237,-0.780952,-0.017515,0.945439,0.619454,-1.439616,0.848884,-0.105562,-0.354155,-0.243267,-0.938957,Electronics,Mastercard,Contactless,Tier1,0,26-35,164.0,21,0,,
TXN0007050,52363,916.04,-0.472045,-1.146703,1.365066,0.066617,1.252959,0.320039,-0.074195,0.04969,-0.497146,-0.443128,0.438309,-1.272159,0.876082,-1.098462,0.003155,-0.813112,-0.535659,1.713363,0.471035,-0.378967,-0.267767,-1.94464,0.396989,-0.446186,-0.635229,0.879081,-2.593659,0.047435,Food & Dining,Visa,Online,Tier2,1,60+,,14,0,,
TXN0000529,58532,684.89,1.418532,0.742292,-0.909053,-1.313742,-1.074551,0.452025,-1.337285,0.174372,0.556291,-0.184597,0.037074,2.606688,-0.031741,,1.176312,0.905063,0.834932,0.274752,0.277561,-1.819919,1.735457,-0.592528,0.878576,-0.23456,3.114754,-0.827807,2.366325,-0.12748,,Amex,Chip,Tier2,0,36-45,130.0,16,0,,
TXN0001234,80481,381.6,-1.621181,-2.062279,-0.494921,1.159702,-1.076597,1.171038,0.614239,2.354347,0.266971,-0.55448,-1.234206,0.547048,-0.37912,-0.662292,-0.515014,-0.66226,-0.781434,-0.646537,2.000968,-0.554712,0.256097,-0.292159,-1.188979,0.548279,0.445325,-0.320586,0.664599,-0.21428,Fuel,Mastercard,Online,Tier1,0,36-45,143.0,22,0,,
TXN0000780,58565,896.03,-1.120705,-1.729106,-0.369654,-2.494783,-1.431023,0.854112,-0.889022,0.654089,0.556628,-0.777814,0.952848,1.346798,-1.469056,0.88929,-0.64367,-1.558102,0.242182,0.550076,-0.060961,1.80875,0.745128,-0.063618,0.168167,3.029068,0.474022,1.398024,0.959388,-1.148482,Online Shopping,Visa,Swipe,Tier1,0,18-25,226.0,16,0,,
TXN0005548,19089,6135.41,0.104019,0.544024,-0.50492,4.444009,1.5002,-1.187346,-4.231391,-1.360081,-0.40407,-7.936692,7.525996,-7.468912,-0.569767,-13.09618,-0.641855,-0.467207,-4.317031,1.139069,-1.921575,-0.638696,0.246664,1.017367,-0.829159,0.857556,-0.605402,0.416548,1.110493,-0.365918,Electronics,Mastercard,Online,Tier2,0,60+,94.0,5,1,,
TXN0005268,82232,1413.9,-0.120145,-0.049429,0.375134,-0.40421,-0.141041,0.258333,-0.333981,-0.383526,0.143013,0.253777,0.281017,-2.635808,0.689283,2.080707,1.169184,-0.072509,0.101102,0.037467,0.57246,-0.040994,-1.970328,1.920398,-0.543091,1.115908,0.151888,0.577376,-0.117157,0.379307,Fuel,Amex,Swipe,Tier1,0,18-25,39.0,22,0,,
TXN0004573,47876,,0.693495,0.428487,-0.278193,,1.337788,-0.859208,-1.769192,0.765864,1.063328,0.108666,-0.378908,-0.243916,-0.41288,-0.284143,2.576449,-0.314638,-0.679647,-0.089174,-1.866446,1.655778,0.399966,0.317566,0.149335,0.536911,-0.241851,0.905242,0.174323,-0.449172,Electronics,RuPay,Swipe,Tier1,0,46-60,85.0,13,0,,
